names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
My Cousin Rachel,06/08/2017 ,57.0,"Drama, Romance","A young Englishman plots revenge against his mysterious, beautiful cousin, believing that she murdered his guardian. But his feelings become complicated as he finds himself falling under the beguiling spell of her charms.","Rachel Weisz, Rachel, Sam Claflin, Philip, Holliday Grainger, Louise, Iain Glen, Kendall, Pierfrancesco Favino, Rinaldi, Simon Russell Beale, Couch, Vicki Pepperdine, Mrs. Pascoe, Tim Barlow, Seecombe, Bobby Scott Freeman, John",My Cousin Rachel, Released, English,9806709.8,9200168.0,AU
The Darkest Hour,12/25/2011 ,53.0,"Horror, Action, Thriller, Science Fiction","In Moscow, five young people lead the charge against an alien race which has attacked Earth via our power supply.","Emile Hirsch, Sean, Rachael Taylor, Anne, Olivia Thirlby, Natalie, Joel Kinnaman, Skyler, Max Minghella, Ben, Veronika Ozerova, Vika, Dato Bakhtadze, Sergei, Gosha Kutsenko, Matvei, Nikolay Efremov, Sasha",The Darkest Hour, Released, English,34800000.0,64626786.0,US
The White Haired Witch of Lunar Kingdom,02/14/2014 ,61.0,Fantasy,"In the twilight of the Ming Dynasty, the Imperial court is plagued by corruption as tyrants rule over the land. With the Manchurians preying on a weakened empire, war is imminent. To save the victims from their suffering, sorceress Jade Raksha fights the soldiers that oppress people for their own gain. As payback, local government officials decide to pin the murder of Governor Zhuo Zhonglian on Jade, turning her and the members of her cult into wanted fugitives for a crime they didn't commit.","Fan Bingbing, Lian Nishang, Huang Xiaoming, Zhuo Yihang, Vincent Zhao, Jin Duyi, Xuebing Wang, Murong Chong, Ni Da-Hong, Wei Zhongxian, Cecilia Yip, Raksha's Master, Shera Li, Raksha's sister, Kevin Yan, Huang Taiji, Tong Yao, Ke Pingting", 白发魔女传之明月天国, Released, Chinese,111000000.0,365372568.2,CN
Charade,12/05/1963 ,77.0,"Comedy, Mystery, Romance","After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines. But why does Peter keep changing his name?","Cary Grant, Peter Joshua, Audrey Hepburn, Regina Lampert, Walter Matthau, Hamilton Bartholemew, James Coburn, Tex Panthollow, George Kennedy, Herman Scobie, Dominique Minot, Sylvie Gaudel, Ned Glass, Leopold Gideon, Jacques Marin, Edouard Grandpierre, Paul Bonifas, Mr. Felix",Charade, Released, English,4000000.0,13475000.0,US
Go,04/09/1999 ,68.0,"Crime, Comedy, Thriller","Grocery store clerk Simon occasionally sells drugs from his cash register at work, so when soap opera actors Adam and Zack come looking for Ecstasy on a quiet Christmas Eve, they are surprised to find Ronna covering his shift. Desperate for money, Ronna decides to become an impromptu drug dealer, unaware that Adam and Zack are secretly working for obsessed narcotics officer Burke.","Sarah Polley, Ronna Martin, Timothy Olyphant, Todd Gaines, Katie Holmes, Claire Montgomery, Desmond Askew, Simon Baines, Jay Mohr, Zack, Scott Wolf, Adam, Taye Diggs, Marcus, William Fichtner, Burke, Nathan Bexton, Mannie",Go, Released, English,6500000.0,28451622.0,US
Jo Pil-ho: The Dawning Rage,03/20/2019 ,61.0,"Action, Crime, Drama, Thriller","On the run from a dogged internal affairs agent, a corrupt cop reluctantly teams up with a defiant teen to unravel a conspiracy before it's too late.","Lee Sun-kyun, Jo Pil-ho, Jeon So-nee, Mina, Park Hae-jun, Kwon Tae-ju, Lee You-young, Yang Hee-sook, Park Byung-eun, Inspector Nam, Song Young-chang, Jeong Yi-hyang, Kim Min-jae, Kim Min-jae, Jung Ga-ram, Han Gi-chul, Kwon Han-sol, So-hee", 악질경찰, Released, Korean,81400000.0,342214087.8,KR
In the Name of the Father,01/13/1994 ,79.0,Drama,"A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.","Daniel Day-Lewis, Gerry Conlon, Pete Postlethwaite, Giuseppe Conlon, Emma Thompson, Gareth Peirce, John Lynch, Paul Hill, Corin Redgrave, Robert Dixon, Beatie Edney, Carole Richardson, John Benfield, Chief PO Barker, Paterson Joseph, Benbay, Marie Jones, Sarah Conlon",In the Name of the Father, Released, English,13000000.0,65796862.0,AU
Fright Night,08/19/2011 ,62.0,"Horror, Comedy","A teenager suspects his new neighbour is a vampire. Unable to convince anyone, he tries to enlist the help of a self-proclaimed vampire hunter and magician.","Anton Yelchin, Charley Brewster, Colin Farrell, Jerry Dandrige, Toni Collette, Jane Brewster, David Tennant, Peter Vincent, Imogen Poots, Amy Petersen, Christopher Mintz-Plasse, Ed Thompson, Dave Franco, Mark, Reid Ewing, Ben Wegner, Will Denton, Adam",Fright Night, Released, English,30000000.0,40520649.0,US
Dolores Claiborne,08/10/1995 ,73.0,"Crime, Drama, Mystery","Dolores Claiborne was accused of killing her abusive husband twenty years ago, but the court's findings were inconclusive and she was allowed to walk free. Now she has been accused of killing her employer, Vera Donovan, and this time there is a witness who can place her at the scene of the crime. Things look bad for Dolores when her daughter Selena, a successful Manhattan magazine writer, returns to cover the story.","Kathy Bates, Dolores Claiborne, Jennifer Jason Leigh, Selena St. George, Judy Parfitt, Vera Donovan, Christopher Plummer, John Mackey, David Strathairn, Joe St. George, Eric Bogosian, Peter, John C. Reilly, Const. Frank Stamshaw, Ellen Muth, Young Selena, Bob Gunton, Mr. Pease",Dolores Claiborne, Released, English,102800000.0,457793077.4,AU
Aloha,06/04/2015 ,55.0,"Drama, Comedy, Romance",A celebrated military contractor returns to the site of his greatest career triumphs and re-connects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.,"Bradley Cooper, Brian Gilcrest, Emma Stone, Captain Allison Ng, Rachel McAdams, Tracy Woodside, Bill Murray, Carson Welch, John Krasinski, John ""Woody"" Woodside, Danny McBride, Colonel ""Fingers"" Lacy, Alec Baldwin, General Dixon, Bill Camp, Bob Largent, Jaeden Martell, Mitchell Woodside",Aloha, Released, English,37000000.0,25387091.0,AU
Dark Crimes,05/18/2018 ,45.0,"Drama, Thriller","Tadek, a Polish detective, becomes suspicious of a controversial author when the incidents described in his unpublished novel resemble the inner workings of an unsolved murder.","Jim Carrey, Tadek, Marton Csokas, Kozlov, Charlotte Gainsbourg, Kasia, Kati Outinen, Ms. Malinowska, Vlad Ivanov, Piotr, Robert Więckiewicz, Greger, Agata Kulesza, Marta, Piotr Głowacki, Victor, Julia Gdula, Hanna",Dark Crimes, Released, English,4480393.0,2264858.8,US
The Two Popes,12/13/2019 ,75.0,"Drama, Comedy, History","Frustrated with the direction of the church, Cardinal Bergoglio requests permission to retire in 2012 from Pope Benedict. Instead, facing scandal and self-doubt, the introspective Pope Benedict summons his harshest critic and future successor to Rome to reveal a secret that would shake the foundations of the Catholic Church.","Jonathan Pryce, Jorge Bergoglio / Pope Francis, Anthony Hopkins, Joseph Ratzinger / Pope Benedict XVI, Juan Minujín, Young Jorge Bergoglio, Luis Gnecco, Cardinal Hummes, Cristina Banegas, Lisabetta, María Ucedo, Esther Ballestrine, Renato Scarpa, Camerlengo, Sidney Cole, Cardinal Turkson, Achille Brugnini, Cardinal Martini",The Two Popes, Released, English,515001.4,232638.0,AU
About Cherry,09/21/2012 ,45.0,Drama,"A drama centered on a troubled young woman who moves to San Francisco, where she gets involved in pornography and aligns herself with a cocaine-addicted lawyer.","Ashley Grace, Angelina, Heather Graham, Margaret, Lili Taylor, Phyllis, Dev Patel, Andrew, Diane Farr, Jillian, Jonny Weston, Bobby, James Franco, Francis, Maya Raines, Jojo, Vincent Palo, Paco",About Cherry, Released, English,2500000.0,8315.0,US
The Taking of Pelham 1 2 3,08/27/2009 ,63.0,"Thriller, Crime, Action","Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.","Denzel Washington, Walter Garber, John Travolta, Ryder, John Turturro, Lt. Camonetti, Luis Guzmán, Phil Ramos, James Gandolfini, Mayor, Michael Rispoli, John Johnson, Gary Basaraba, Jerry Pollard, motorman, Alex Kaluzhsky, George, teen hostage, Alice Kremelberg, George's Girlfriend",The Taking of Pelham 1 2 3, Released, English,100000000.0,150166126.0,AU
City Lights,03/07/1931 ,83.0,"Comedy, Romance","In this sound-era silent film, a tramp falls in love with a beautiful blind flower seller.","Charlie Chaplin, Tramp, Virginia Cherrill, A Blind Girl, Harry Myers, An Eccentric Millionaire, Al Ernest Garcia, The Millionaire's Butler James, Hank Mann, A Prizefighter, Albert Austin, Street Sweeper / Burglar (uncredited), Eddie Baker, Boxing Fight Referee (uncredited), Henry Bergman, Mayor / Blind Girl's Downstairs Neighbor (uncredited), Buster Brodie, Bald Party Guest (uncredited)",City Lights, Released, English,1500000.0,4250000.0,US
Father of the Year,07/20/2018 ,54.0,Comedy,"Two college grads return to their hometown, where a hypothetical question -- whose dad would win in a fight? -- leads to mass mayhem.","David Spade, Wayne, Nat Faxon, Mardy, Joey Bragg, Ben, Matt Shively, Larry, Bridgit Mendler, Meredith, Bill Kottkamp, PJ, Jackie Sandler, Krystal, Ashley Spillers, Olivia, Moses Storm, Trey",Father of the Year, Released, English,76000000.0,152911218.6,US
Afro Samurai: Resurrection,10/16/2009 ,70.0,"Animation, Action",Afro Samurai avenged his father and found a life of peace. But the legendary master is forced back into the game by a beautiful and deadly woman from his past. The sparks of violence dropped along Afro’s bloody path now burn out of control – and nowhere are the flames of hatred more intense than in the eyes of Sio.,"Samuel L. Jackson, Afro Samurai (voice) / Ninja Ninja (voice), Lucy Liu, Sio (voice), Yuri Lowenthal, Jinno (voice), Mark Hamill, Bin (voice), Jeff Bennett, Brother 3 (voice), S. Scott Bullock, Professor Dharman (voice), Grey DeLisle, Tomoe (voice) / Ogin (voice), Greg Eagles, Rokutaro (voice), Zachary Gordon, Kotaro (voice)",Afro Samurai: Resurrection, Released, English,150000000.0,434975079.6,US
Loving Memories,04/05/2023 ,60.0,"Drama, Romance, History","1916. Julien Delaunay is reported missing in action during the Great War. His wife, Julie, refuses to believe he is dead. 1919. When a photo of an amnesic drifter appears in the press, Julie immediately recognizes him as her beloved husband. They are reunited and, little by little, she helps him to fall in love with her again. Until another woman claims to be the man’s real wife…","Louise Bourgoin, , Leïla Bekhti, Julie, Karim Leklou, Julien Delaunay, Jean-Charles Clichet, , Ghislain de Fonclare, , Emmanuelle Schaaff, Gloria, Guillaume Bouttemy, Un patient", C'est mon homme, Released, French,90800000.0,875949977.6,FR
El gerente,10/20/2022 ,81.0,Comedy,"Álvaro is a marketing manager, divorced with a son who he can barely talk to, living a mediocre life and doing a mediocre job, until his bosses tell him he needs to improve his marketing campaigns for the next 2018's World Cup. He'll soon launch a plan with Argentina's National Football Team and the upcoming qualifiers that may become a lot more risky that he planned.","Leonardo Sbaraglia, Álvaro Torres, Carla Peterson, Federica, Luis Luque, Omar Manganaro, Cecilia Dopazo, Florencia, Valentin Wein, Gonzalo, Marina Bellati, Sabrina, Mónica Raiola, Leticia, Agustina Suásquita, Vicky, Ignacio Saralegui, Camilo",El gerente, Released," Spanish, Castilian",110000000.0,681644523.8,AR
Pooh's Grand Adventure: The Search for Christopher Robin,08/05/1997 ,72.0,"Animation, Family, Adventure","Pooh gets confused when Christopher Robin leaves him a note to say that he has gone back to school after the holidays. So Pooh, Piglet, Tigger, Eeyore and Rabbit go in search of Christopher Robin which leads to a big adventure.","Jim Cummings, Winnie the Pooh / Skullasaurus growls / Tigger (singing) (voice), John Fiedler, Piglet (voice), Ken Sansom, Rabbit (voice), Paul Winchell, Tigger (voice), Peter Cullen, Eeyore (voice), Brady Bluhm, Christopher Robin (voice), Andre Stojka, Owl (voice), David Warner, Narrator (voice), Steven Schatzberg, Piglet (singing ) (voice)",Pooh's Grand Adventure: The Search for Christopher Robin, Released, English,69500000.0,573242065.6,US
Sense and Sensibility,01/23/1996 ,75.0,"Drama, Romance","Based on Jane Austen's classic novel of the Dashwood sisters, sensible Elinor and passionate Marianne, whose chances at marriage seem doomed by their family's sudden loss of fortune.  When Henry Dashwood dies unexpectedly, his estate must pass on by law to his son from his first marriage, John and wife Fanny. But these circumstances leave Mr. Dashwood's current wife, and daughters Elinor, Marianne and Margaret, without a home and with barely enough money to live on. As Elinor and Marianne struggle to find romantic fulfillment in a society obsessed with financial and social status, they must learn to mix sense with sensibility in their dealings with both money and men.","Emma Thompson, Elinor Dashwood, Kate Winslet, Marianne Dashwood, Alan Rickman, Colonel Christopher Brandon, Hugh Grant, Edward Ferrars, Gemma Jones, Mrs. Dashwood, Greg Wise, John Willoughby, Elizabeth Spriggs, Mrs. Jennings, Imogen Stubbs, Lucy Steele, Harriet Walter, Fanny Ferrars Dashwood",Sense and Sensibility, Released, English,16500000.0,134993774.0,AU
The Perfect Dictatorship,10/16/2014 ,73.0,"Drama, Comedy","TV MX, the most powerful Mexican Television Corporation, discloses a scandalous story involving Governor Carmelo Vargas in serious crimes and illicit business. Governor Vargas worried about his political future, decides to clean his image and negotiates a billionaire secret agreement with the owners of the TV Corporation. Carlos Rojo, an ambitious young news producer, and Ricardo Diaz, TV network star reporter, are responsible for making a dirty campaign to change the image the public has of the corrupt Governor and make him, at any cost, a political star and a great presidential candidate. Mexican Television believes that democracy is a farce and has already placed one President... Will they do it again?","Damián Alcázar, Gobernador Carmelo Vargas, Alfonso Herrera, Carlos Rojo, Joaquín Cosío, Agustín Morales, Osvaldo Benavides, Ricardo Díaz, Silvia Navarro, Lucía Garza, Flavio Medina, Salvador Garza, Saúl Lisazo, Javier Pérez Harris, Dagoberto Gama, Procurador, Enrique Arreola, Secretario de gobierno", La dictadura perfecta, Released," Spanish, Castilian",140000000.0,456083328.6,MX
